created_at,full_text,cleaned_text,tokenized_text,stemmed_text,sentiment
Wed Jul 30 11:19:17 +0000 2025,Kita beli. Kita juga impor minyak dari amrik. Juga janji bakal bangun belasan kilang minyak di anrik. Alamak kenapa gak bangun kilang di negeri sendiri agar tenaga kerja kita busa diserap. Kok malah bangun di amrik warga us lah yg dpt kerja. Tenaga kerja dalam negri gigit jari.,kita beli kita juga impor minyak dari amrik juga janji bakal bangun belasan kilang minyak di anrik alamak kenapa gak bangun kilang di negeri sendiri agar tenaga kerja kita busa diserap kok malah bangun di amrik warga us lah yg dpt kerja tenaga kerja dalam negri gigit jari,"['beli', 'impor', 'minyak', 'amrik', 'janji', 'bakal', 'bangun', 'belasan', 'kilang', 'minyak', 'anrik', 'alamak', 'bangun', 'kilang', 'negeri', 'sendiri', 'tenaga', 'kerja', 'busa', 'diserap', 'kok', 'malah', 'bangun', 'amrik', 'warga', 'us', 'lah', 'kerja', 'tenaga', 'kerja', 'negri', 'gigit', 'jari']","['beli', 'impor', 'minyak', 'amrik', 'janji', 'bakal', 'bangun', 'bas', 'kilang', 'minyak', 'anrik', 'alamak', 'bangun', 'kilang', 'negeri', 'sendiri', 'tenaga', 'kerja', 'busa', 'serap', 'kok', 'malah', 'bangun', 'amrik', 'warga', 'us', 'lah', 'kerja', 'tenaga', 'kerja', 'negri', 'gigit', 'jari']",negative
Wed Jul 30 11:16:42 +0000 2025,Ini sunscreen nyaman bgt sihhh buat aku yg punya st normal to oily. Ga bikin kilang minyak &amp; ringan buat daily,ini sunscreen nyaman bgt sihhh buat aku yg punya st normal to oily ga bikin kilang minyak amp ringan buat daily,"['sunscreen', 'nyaman', 'sekali', 'sihhh', 'buat', 'aku', 'punya', 'st', 'normal', 'to', 'oily', 'bikin', 'kilang', 'minyak', 'amp', 'ringan', 'buat', 'daily']","['sunscreen', 'nyaman', 'sekali', 'sihhh', 'buat', 'aku', 'punya', 'st', 'normal', 'to', 'oily', 'bikin', 'kilang', 'minyak', 'amp', 'ringan', 'buat', 'daily']",positive
Wed Jul 30 11:14:42 +0000 2025,Jadi ini yg bener sodara2..bukan bangun kilang minyak di AS spt rumor yg beredar ya. Ws ngopi po durung arek2 ki.. Ayo rek wayahe https://t.co/J5fezQEcUZ,jadi ini yg bener sodarabukan bangun kilang minyak di as spt rumor yg beredar ya ws ngopi po durung arek ki ayo rek wayahe,"['jadi', 'benar', 'sodarabukan', 'bangun', 'kilang', 'minyak', 'as', 'rumor', 'beredar', 'ws', 'minum', 'kopi', 'po', 'durung', 'arek', 'ki', 'ayo', 'rek', 'wayahe']","['jadi', 'benar', 'sodarabukan', 'bangun', 'kilang', 'minyak', 'as', 'rumor', 'edar', 'ws', 'minum', 'kopi', 'po', 'durung', 'arek', 'ki', 'ayo', 'rek', 'wayahe']",negative
Wed Jul 30 11:10:33 +0000 2025,Airlangga Bantah Pembangunan Kilang Minyak di AS: Semua di Indonesia https://t.co/lkqOJL6FNd,airlangga bantah pembangunan kilang minyak di as semua di indonesia,"['airlangga', 'bantah', 'pembangunan', 'kilang', 'minyak', 'as', 'semua', 'indonesia']","['airlangga', 'bantah', 'bangun', 'kilang', 'minyak', 'as', 'semua', 'indonesia']",negative
Wed Jul 30 10:42:34 +0000 2025,Negeri sendiri hanya 7 kilang minyak...kok malah bangun 17 kilang minyak di AS. Klo bangun kilang di negara kita sendiri lebih byk manfaat nya bisa meningkatkan ketahanan energi nasional dgn mengurangi ketergantungan impor BBM meningkatkan nilai tambah ekonomi melalui https://t.co/zfz05HgiSQ,negeri sendiri hanya kilang minyakkok malah bangun kilang minyak di as klo bangun kilang di negara kita sendiri lebih byk manfaat nya bisa meningkatkan ketahanan energi nasional dgn mengurangi ketergantungan impor bbm meningkatkan nilai tambah ekonomi melalui,"['negeri', 'sendiri', 'kilang', 'minyakkok', 'malah', 'bangun', 'kilang', 'minyak', 'as', 'kalau', 'bangun', 'kilang', 'negara', 'sendiri', 'lebih', 'banyak', 'manfaat', 'nya', 'meningkatkan', 'ketahanan', 'energi', 'nasional', 'mengurangi', 'ketergantungan', 'impor', 'bbm', 'meningkatkan', 'nilai', 'tambah', 'ekonomi', 'melalui']","['negeri', 'sendiri', 'kilang', 'minyakkok', 'malah', 'bangun', 'kilang', 'minyak', 'as', 'kalau', 'bangun', 'kilang', 'negara', 'sendiri', 'lebih', 'banyak', 'manfaat', 'nya', 'tingkat', 'tahan', 'energi', 'nasional', 'kurang', 'gantung', 'impor', 'bbm', 'tingkat', 'nilai', 'tambah', 'ekonomi', 'lalu']",positive
Wed Jul 30 10:23:09 +0000 2025,Bukan di AS Airlangga Klarifikasi 17 Kilang Minyak Bakal Dibangun di RI https://t.co/HA0R66jD9Z,bukan di as airlangga klarifikasi kilang minyak bakal dibangun di ri,"['bukan', 'as', 'airlangga', 'klarifikasi', 'kilang', 'minyak', 'bakal', 'dibangun', 'ri']","['bukan', 'as', 'airlangga', 'klarifikasi', 'kilang', 'minyak', 'bakal', 'bangun', 'ri']",negative
Wed Jul 30 09:57:47 +0000 2025,@kiwalipitu @BANGSAygSUJUD @prabowo @99propaganda @gustavssondhela @HASBALL18439385 @IrawanRommi @Ndons_Back @tonybulumanu @jatmiko99604253 @gtobing2903 @DedynurPalakka Di Indonesia akan di bangun beberapa kilang raksasa 1 JT barrel/hari untuk kebutuhan dalam negeri Di AS Indonesia akan menjadi pemain industri energi dunia Jika selam ini Indonesia hanya jadi konsumen sekarang saatnya menjadi pemasok minyak dunia,di indonesia akan di bangun beberapa kilang raksasa jt barrelhari untuk kebutuhan dalam negeri di as indonesia akan menjadi pemain industri energi dunia jika selam ini indonesia hanya jadi konsumen sekarang saatnya menjadi pemasok minyak dunia,"['indonesia', 'bangun', 'beberapa', 'kilang', 'raksasa', 'juta', 'barrelhari', 'kebutuhan', 'negeri', 'as', 'indonesia', 'menjadi', 'pemain', 'industri', 'energi', 'dunia', 'selam', 'indonesia', 'jadi', 'konsumen', 'sekarang', 'saatnya', 'menjadi', 'pemasok', 'minyak', 'dunia']","['indonesia', 'bangun', 'beberapa', 'kilang', 'raksasa', 'juta', 'barrelhari', 'butuh', 'negeri', 'as', 'indonesia', 'jadi', 'main', 'industri', 'energi', 'dunia', 'selam', 'indonesia', 'jadi', 'konsumen', 'sekarang', 'saat', 'jadi', 'pasok', 'minyak', 'dunia']",positive
Wed Jul 30 09:07:37 +0000 2025,@BANGSAygSUJUD @prabowo @99propaganda @gustavssondhela @HASBALL18439385 @IrawanRommi @Ndons_Back @tonybulumanu @jatmiko99604253 @gtobing2903 @DedynurPalakka Bangun Kilang minyak di seantero Indonesia biar memudahkan distribusi &amp; tidak kekurangan pasokan. Bukan membangun Kilang minyak di USA.,bangun kilang minyak di seantero indonesia biar memudahkan distribusi amp tidak kekurangan pasokan bukan membangun kilang minyak di usa,"['bangun', 'kilang', 'minyak', 'seantero', 'indonesia', 'biar', 'memudahkan', 'distribusi', 'amp', 'kekurangan', 'pasokan', 'bukan', 'membangun', 'kilang', 'minyak', 'usah']","['bangun', 'kilang', 'minyak', 'antero', 'indonesia', 'biar', 'mudah', 'distribusi', 'amp', 'kurang', 'pasok', 'bukan', 'bangun', 'kilang', 'minyak', 'usah']",negative
Wed Jul 30 08:57:00 +0000 2025, Loose Powder : https://t.co/hFB4HYTP1z BEST BLURRING POWER yaampun beneran tap tap dikit pori pori langsung hilang oil controlnya juga BAGUS banget di kulit oily aku yg semi kilang minyak mukaku jauh less minyakan kalo pake ini THE BESTTTTTT 10/10!!!!! https://t.co/7TAC6nZkUY,loose powder best blurring power yaampun beneran tap tap dikit pori pori langsung hilang oil controlnya juga bagus banget di kulit oily aku yg semi kilang minyak mukaku jauh less minyakan kalo pake ini the bestttttt,"['loose', 'powder', 'best', 'blurring', 'power', 'ampun', 'beneran', 'tap', 'tap', 'dikit', 'pori', 'pori', 'langsung', 'hilang', 'oil', 'controlnya', 'bagus', 'sekali', 'kulit', 'oily', 'aku', 'semi', 'kilang', 'minyak', 'mukaku', 'jauh', 'less', 'minyakan', 'kalau', 'pakai', 'the', 'bestttttt']","['loose', 'powder', 'best', 'blurring', 'power', 'ampun', 'beneran', 'tap', 'tap', 'dikit', 'pori', 'pori', 'langsung', 'hilang', 'oil', 'controlnya', 'bagus', 'sekali', 'kulit', 'oily', 'aku', 'semi', 'kilang', 'minyak', 'muka', 'jauh', 'less', 'minyak', 'kalau', 'pakai', 'the', 'bestttttt']",positive
Wed Jul 30 07:50:00 +0000 2025,Tersangka dugaan korupsi tata kelola minyak mentah dan produk kilang PT Pertamina #beritanasional #tersangka #korupsi #pertamina https://t.co/AlBXqlqkvj,tersangka dugaan korupsi tata kelola minyak mentah dan produk kilang pt pertamina,"['tersangka', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina']","['sangka', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina']",positive
Wed Jul 30 06:55:59 +0000 2025,Kejaksaan Agung memeriksa 11 orang saksi dalam kasus dugaan tindak pidana korupsi tata kelola minyak mentah dan produk kilang pada PT Pertamina. @KejaksaanRI @pertamina https://t.co/Wu5FvvgS9K #FebriAdriansyah #KorupsiPertamina #Anangsuprianta #korupsiminyakmentahpertamina,kejaksaan agung memeriksa orang saksi dalam kasus dugaan tindak pidana korupsi tata kelola minyak mentah dan produk kilang pada pt pertamina,"['kejaksaan', 'agung', 'memeriksa', 'orang', 'saksi', 'kasus', 'dugaan', 'tindak', 'pidana', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina']","['jaksa', 'agung', 'periksa', 'orang', 'saksi', 'kasus', 'duga', 'tindak', 'pidana', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina']",negative
Wed Jul 30 06:42:00 +0000 2025,Danantara Gandeng Perusahaan AS Bangun Kilang Minyak https://t.co/N68kSdroUF,danantara gandeng perusahaan as bangun kilang minyak,"['danantara', 'gandeng', 'perusahaan', 'as', 'bangun', 'kilang', 'minyak']","['danantara', 'gandeng', 'usaha', 'as', 'bangun', 'kilang', 'minyak']",negative
Wed Jul 30 03:14:51 +0000 2025,Crude oil beli dri amrik diolah disana dengan perusahaan lokal.. Amrik menang banyak.. Saatnya pergantian pemain dri kroni RC menjadi Mr. X yg bisa jadi dri partai pemenang pemilu.. Kita tunggu sapa pemainnya.. Mangan geden.. https://t.co/Hhh0ZApDKz,crude oil beli dri amrik diolah disana dengan perusahaan lokal amrik menang banyak saatnya pergantian pemain dri kroni rc menjadi mr x yg bisa jadi dri partai pemenang pemilu kita tunggu sapa pemainnya mangan geden,"['crude', 'oil', 'beli', 'amrik', 'diolah', 'sana', 'perusahaan', 'lokal', 'amrik', 'menang', 'banyak', 'saatnya', 'pergantian', 'pemain', 'kroni', 'rc', 'menjadi', 'mr', 'x', 'jadi', 'partai', 'pemenang', 'pemilu', 'tunggu', 'sapa', 'pemainnya', 'mangan', 'geden']","['crude', 'oil', 'beli', 'amrik', 'olah', 'sana', 'usaha', 'lokal', 'amrik', 'menang', 'banyak', 'saat', 'ganti', 'main', 'kroni', 'rc', 'jadi', 'mr', 'x', 'jadi', 'partai', 'menang', 'milu', 'tunggu', 'sapa', 'main', 'mangan', 'geden']",positive
Wed Jul 30 01:32:51 +0000 2025,@BangHendra1 @kompascom Rencana Danantara membangun 17 kilang modular senilai 8 miliar USD dengan mitra AS bertujuan mengolah minyak impor didanai sebagai investasi negara. Dalam konteks proyek berbasis utang potensi fraud meliputi overvaluasi kontrak suap tender dan alokasi dana tidak,rencana danantara membangun kilang modular senilai miliar usd dengan mitra as bertujuan mengolah minyak impor didanai sebagai investasi negara dalam konteks proyek berbasis utang potensi fraud meliputi overvaluasi kontrak suap tender dan alokasi dana tidak,"['rencana', 'danantara', 'membangun', 'kilang', 'modular', 'senilai', 'miliar', 'usd', 'mitra', 'as', 'bertujuan', 'mengolah', 'minyak', 'impor', 'didanai', 'investasi', 'negara', 'konteks', 'proyek', 'berbasis', 'utang', 'potensi', 'fraud', 'meliputi', 'overvaluasi', 'kontrak', 'suap', 'tender', 'alokasi', 'dana']","['rencana', 'danantara', 'bangun', 'kilang', 'modular', 'nila', 'miliar', 'usd', 'mitra', 'as', 'tuju', 'olah', 'minyak', 'impor', 'dana', 'investasi', 'negara', 'konteks', 'proyek', 'bas', 'utang', 'potensi', 'fraud', 'liput', 'overvaluasi', 'kontrak', 'suap', 'tender', 'alokasi', 'dana']",positive
Tue Jul 29 21:38:16 +0000 2025,Red Notice Riza Chalid Kejagung Pastikan Tangkap Si Raja Minyak Meski Dilindungi Kesultanan Malaysia Kejaksaan Agung Republik Indonesia (Kejagung) menegaskan bahwa status tersangka terhadap Muhammad Riza Chalid dalam kasus mega korupsi minyak mentah dan produk kilang PT. https://t.co/xSR8ApcQFm,red notice riza chalid kejagung pastikan tangkap si raja minyak meski dilindungi kesultanan malaysia kejaksaan agung republik indonesia kejagung menegaskan bahwa status tersangka terhadap muhammad riza chalid dalam kasus mega korupsi minyak mentah dan produk kilang pt,"['red', 'notice', 'riza', 'chalid', 'kejagung', 'pastikan', 'tangkap', 'si', 'raja', 'minyak', 'meski', 'dilindungi', 'kesultanan', 'malaysia', 'kejaksaan', 'agung', 'republik', 'indonesia', 'kejagung', 'menegaskan', 'status', 'tersangka', 'muhammad', 'riza', 'chalid', 'kasus', 'mega', 'korupsi', 'minyak', 'mentah', 'produk', 'kilang', 'pt']","['red', 'notice', 'riza', 'chalid', 'jagung', 'pasti', 'tangkap', 'si', 'raja', 'minyak', 'meski', 'lindung', 'sultan', 'malaysia', 'jaksa', 'agung', 'republik', 'indonesia', 'jagung', 'tegas', 'status', 'sangka', 'muhammad', 'riza', 'chalid', 'kasus', 'mega', 'korupsi', 'minyak', 'mentah', 'produk', 'kilang', 'pt']",positive
Tue Jul 29 16:20:57 +0000 2025,update: muka aku jadi kilang minyak ️ syg banget anjir ,update muka aku jadi kilang minyak syg banget anjir,"['update', 'muka', 'aku', 'jadi', 'kilang', 'minyak', 'sayang', 'sekali', 'anjing']","['update', 'muka', 'aku', 'jadi', 'kilang', 'minyak', 'sayang', 'sekali', 'anjing']",negative
Tue Jul 29 16:01:21 +0000 2025,https://t.co/giWRJQLJbE JurnalPatroliNews Jakarta Pemerintah tengah menyiapkan rencana pembangunan 17 unit kilang minyak di berbagai wilayah,jurnalpatrolinews jakarta pemerintah tengah menyiapkan rencana pembangunan unit kilang minyak di berbagai wilayah,"['jurnalpatrolinews', 'jakarta', 'pemerintah', 'tengah', 'menyiapkan', 'rencana', 'pembangunan', 'unit', 'kilang', 'minyak', 'berbagai', 'wilayah']","['jurnalpatrolinews', 'jakarta', 'perintah', 'tengah', 'siap', 'rencana', 'bangun', 'unit', 'kilang', 'minyak', 'bagai', 'wilayah']",negative
Tue Jul 29 14:50:51 +0000 2025,Rosan Pastikan Pembangunan 17 Kilang Minyak Tak Bebani Negara https://t.co/3OSWYOovXk,rosan pastikan pembangunan kilang minyak tak bebani negara,"['rosan', 'pastikan', 'pembangunan', 'kilang', 'minyak', 'tak', 'bebani', 'negara']","['ros', 'pasti', 'bangun', 'kilang', 'minyak', 'tak', 'beban', 'negara']",negative
Tue Jul 29 14:43:53 +0000 2025,@Artbyann_ Aman beb gak kaya kilang minyak kok afternya,aman beb gak kaya kilang minyak kok afternya,"['aman', 'baby', 'kaya', 'kilang', 'minyak', 'kok', 'afternya']","['aman', 'baby', 'kaya', 'kilang', 'minyak', 'kok', 'afternya']",positive
Tue Jul 29 14:06:21 +0000 2025,@behappyeaah ini buat kulit berminyak bikin tambah kaya kilang minyak gak,ini buat kulit berminyak bikin tambah kaya kilang minyak gak,"['buat', 'kulit', 'berminyak', 'bikin', 'tambah', 'kaya', 'kilang', 'minyak']","['buat', 'kulit', 'minyak', 'bikin', 'tambah', 'kaya', 'kilang', 'minyak']",positive
Tue Jul 29 13:49:53 +0000 2025,@wishiekuri03 jadi kilang minyak,jadi kilang minyak,"['jadi', 'kilang', 'minyak']","['jadi', 'kilang', 'minyak']",negative
Tue Jul 29 13:38:59 +0000 2025,Pemerintah Akan Bangun 17 Kilang Minyak Ini Lokasinya https://t.co/bPQrXY2Pq2,pemerintah akan bangun kilang minyak ini lokasinya,"['pemerintah', 'bangun', 'kilang', 'minyak', 'lokasinya']","['perintah', 'bangun', 'kilang', 'minyak', 'lokasi']",negative
Tue Jul 29 13:22:47 +0000 2025,Kejagung memeriksa 9 org saksi. terkait dgn perkara dugaan tindak pidana korupsi dalam tata kelola minyak mentah dan produk kilang pada PT Pertamina Sub Holding dan Kontraktor Kontrak Kerjasama tahun 2018 s.d. 2023. Kalau Erick Thohir kapan diperiksa? https://t.co/JBk0xoEwSn https://t.co/SpDk3XJlnB,kejagung memeriksa org saksi terkait dgn perkara dugaan tindak pidana korupsi dalam tata kelola minyak mentah dan produk kilang pada pt pertamina sub holding dan kontraktor kontrak kerjasama tahun sd kalau erick thohir kapan diperiksa,"['kejagung', 'memeriksa', 'orang', 'saksi', 'terkait', 'perkara', 'dugaan', 'tindak', 'pidana', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'sub', 'holding', 'kontraktor', 'kontrak', 'kerja', 'sama', 'tahun', 'sd', 'kalau', 'erick', 'thohir', 'kapan', 'diperiksa']","['jagung', 'periksa', 'orang', 'saksi', 'kait', 'perkara', 'duga', 'tindak', 'pidana', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'sub', 'holding', 'kontraktor', 'kontrak', 'kerja', 'sama', 'tahun', 'sd', 'kalau', 'erick', 'thohir', 'kapan', 'periksa']",negative
Tue Jul 29 12:56:49 +0000 2025, : sekedar info kita yg diumpamakan dg Negara 17 Agustus baru nanem kilang di lahan minyak mereka Negara 4 Juli senilai ratusan triliun | love you mi ,sekedar info kita yg diumpamakan dg negara agustus baru nanem kilang di lahan minyak mereka negara juli senilai ratusan triliun love you mi,"['sekedar', 'info', 'diumpamakan', 'negara', 'agustus', 'baru', 'nanem', 'kilang', 'lahan', 'minyak', 'negara', 'juli', 'senilai', 'ratusan', 'triliun', 'love', 'you', 'mi']","['dar', 'info', 'umpama', 'negara', 'agustus', 'baru', 'nanem', 'kilang', 'lahan', 'minyak', 'negara', 'juli', 'nila', 'ratus', 'triliun', 'love', 'you', 'mi']",positive
Tue Jul 29 12:50:16 +0000 2025,Kulit normal to oily tuh punya struggle-nya sendiri terutama pas nyari sunscreen ‍ Salah dikit muka bisa kayak kilang minyak. Setelah cobain beberapa sunscreen aku akhirnya nemu yang ringan adem dan nggak whitecast sama sekali. ️ https://t.co/PjRBM6QHsf,kulit normal to oily tuh punya strugglenya sendiri terutama pas nyari sunscreen salah dikit muka bisa kayak kilang minyak setelah cobain beberapa sunscreen aku akhirnya nemu yang ringan adem dan nggak whitecast sama sekali,"['kulit', 'normal', 'to', 'oily', 'punya', 'strugglenya', 'sendiri', 'terutama', 'pas', 'mencari', 'sunscreen', 'salah', 'dikit', 'muka', 'kayak', 'kilang', 'minyak', 'mencoba', 'beberapa', 'sunscreen', 'aku', 'akhirnya', 'menemukan', 'ringan', 'adem', 'whitecast', 'sama', 'sekali']","['kulit', 'normal', 'to', 'oily', 'punya', 'strugglenya', 'sendiri', 'utama', 'pas', 'cari', 'sunscreen', 'salah', 'dikit', 'muka', 'kayak', 'kilang', 'minyak', 'coba', 'beberapa', 'sunscreen', 'aku', 'akhir', 'temu', 'ringan', 'adem', 'whitecast', 'sama', 'sekali']",negative
Tue Jul 29 11:50:00 +0000 2025,Airlangga Sebut 17 Kilang Akan Dibangun di RI Olah Minyak AS https://t.co/AyzRdpPODu,airlangga sebut kilang akan dibangun di ri olah minyak as,"['airlangga', 'sebut', 'kilang', 'dibangun', 'ri', 'olah', 'minyak', 'as']","['airlangga', 'sebut', 'kilang', 'bangun', 'ri', 'olah', 'minyak', 'as']",negative
Tue Jul 29 09:42:20 +0000 2025,AIfeed: Kapasitas Kilang Minyak Rusia Naik Potensi Ekspor Naik,aifeed kapasitas kilang minyak rusia naik potensi ekspor naik,"['aifeed', 'kapasitas', 'kilang', 'minyak', 'rusia', 'naik', 'potensi', 'ekspor', 'naik']","['aifeed', 'kapasitas', 'kilang', 'minyak', 'rusia', 'naik', 'potensi', 'ekspor', 'naik']",positive
Tue Jul 29 09:16:00 +0000 2025,CEO BPI Danantara Rosan Roeslani ungkap rencana pembangunan 17 kilang minyak untuk impor minyak mentah AS disesuaikan dengan karakteristiknya. Simak penjelasannya. https://t.co/89XSkOxjrR,ceo bpi danantara rosan roeslani ungkap rencana pembangunan kilang minyak untuk impor minyak mentah as disesuaikan dengan karakteristiknya simak penjelasannya,"['ceo', 'bpi', 'danantara', 'rosan', 'roeslani', 'ungkap', 'rencana', 'pembangunan', 'kilang', 'minyak', 'impor', 'minyak', 'mentah', 'as', 'disesuaikan', 'karakteristiknya', 'simak', 'penjelasannya']","['ceo', 'bpi', 'danantara', 'ros', 'roeslani', 'ungkap', 'rencana', 'bangun', 'kilang', 'minyak', 'impor', 'minyak', 'mentah', 'as', 'sesuai', 'karakteristik', 'simak', 'jelas']",positive
Tue Jul 29 09:04:00 +0000 2025,CEO BPI Danantara Rosan Roeslani ungkap rencana pembangunan 17 kilang minyak untuk impor minyak mentah AS disesuaikan dengan karakteristiknya. https://t.co/EdE6ZFbnfd,ceo bpi danantara rosan roeslani ungkap rencana pembangunan kilang minyak untuk impor minyak mentah as disesuaikan dengan karakteristiknya,"['ceo', 'bpi', 'danantara', 'rosan', 'roeslani', 'ungkap', 'rencana', 'pembangunan', 'kilang', 'minyak', 'impor', 'minyak', 'mentah', 'as', 'disesuaikan', 'karakteristiknya']","['ceo', 'bpi', 'danantara', 'ros', 'roeslani', 'ungkap', 'rencana', 'bangun', 'kilang', 'minyak', 'impor', 'minyak', 'mentah', 'as', 'sesuai', 'karakteristik']",positive
Tue Jul 29 09:00:14 +0000 2025,Chief Executive Officer (CEO) Danantara Indonesia Rosan Roeslani mengatakan pemerintah akan membangun 17 kilang modular senilai 8 miliar dollar AS atau setara Rp 130 triliun bersama perusahaan Amerika Serikat. ~TA #Danantara #Impor #Amerika https://t.co/UJgcAE9QP4,chief executive officer ceo danantara indonesia rosan roeslani mengatakan pemerintah akan membangun kilang modular senilai miliar dollar as atau setara rp triliun bersama perusahaan amerika serikat ta,"['chief', 'executive', 'officer', 'ceo', 'danantara', 'indonesia', 'rosan', 'roeslani', 'mengatakan', 'pemerintah', 'membangun', 'kilang', 'modular', 'senilai', 'miliar', 'dollar', 'as', 'setara', 'rp', 'triliun', 'bersama', 'perusahaan', 'amerika', 'serikat', 'ta']","['chief', 'executive', 'officer', 'ceo', 'danantara', 'indonesia', 'ros', 'roeslani', 'kata', 'perintah', 'bangun', 'kilang', 'modular', 'nila', 'miliar', 'dollar', 'as', 'tara', 'rp', 'triliun', 'sama', 'usaha', 'amerika', 'serikat', 'ta']",positive
Tue Jul 29 08:35:37 +0000 2025,Riza Chalid (MRC) mangkir untuk kedua kali saat dipanggil untuk diperiksa sebagai tersangka dalam kasus dugaan korupsi dalam tata kelola minyak mentah dan produk kilang pada PT Pertamina (Persero) tahun 2018-2023. | #RizaChalid https://t.co/gOjxy4CBQU,riza chalid mrc mangkir untuk kedua kali saat dipanggil untuk diperiksa sebagai tersangka dalam kasus dugaan korupsi dalam tata kelola minyak mentah dan produk kilang pada pt pertamina persero tahun,"['riza', 'chalid', 'mrc', 'mangkir', 'kedua', 'kali', 'dipanggil', 'diperiksa', 'tersangka', 'kasus', 'dugaan', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'tahun']","['riza', 'chalid', 'mrc', 'mangkir', 'dua', 'kali', 'panggil', 'periksa', 'sangka', 'kasus', 'duga', 'korupsi', 'tata', 'kelola', 'minyak', 'mentah', 'produk', 'kilang', 'pt', 'pertamina', 'persero', 'tahun']",negative
Tue Jul 29 08:00:04 +0000 2025,Bukan di AS 17 Kilang Minyak Bakal Dibangun di Indonesia https://t.co/vy60WOtQbR #Migas,bukan di as kilang minyak bakal dibangun di indonesia,"['bukan', 'as', 'kilang', 'minyak', 'bakal', 'dibangun', 'indonesia']","['bukan', 'as', 'kilang', 'minyak', 'bakal', 'bangun', 'indonesia']",negative
Tue Jul 29 07:59:24 +0000 2025,Bakal Nambah Impor Minyak dari AS Sesuai Spek Kilang RI? https://t.co/sc8J8IY4jh,bakal nambah impor minyak dari as sesuai spek kilang ri,"['bakal', 'menambah', 'impor', 'minyak', 'as', 'sesuai', 'spek', 'kilang', 'ri']","['bakal', 'tambah', 'impor', 'minyak', 'as', 'sesuai', 'spek', 'kilang', 'ri']",positive
Tue Jul 29 06:45:04 +0000 2025,Bos Danantara Ungkap 17 Kilang Disiapkan untuk Tampung Impor Minyak AS https://t.co/qwgojQq3aU #Danantara,bos danantara ungkap kilang disiapkan untuk tampung impor minyak as,"['bos', 'danantara', 'ungkap', 'kilang', 'disiapkan', 'tampung', 'impor', 'minyak', 'as']","['bos', 'danantara', 'ungkap', 'kilang', 'siap', 'tampung', 'impor', 'minyak', 'as']",positive
Tue Jul 29 05:50:04 +0000 2025,Bos Danantara: 17 Kilang Modular Mau Dibangun Buat Olah Minyak AS https://t.co/hZbHVVumQ1,bos danantara kilang modular mau dibangun buat olah minyak as,"['bos', 'danantara', 'kilang', 'modular', 'mau', 'dibangun', 'buat', 'olah', 'minyak', 'as']","['bos', 'danantara', 'kilang', 'modular', 'mau', 'bangun', 'buat', 'olah', 'minyak', 'as']",positive
Tue Jul 29 04:52:21 +0000 2025,@moonlightfoxs Iyaa betull yg hydra soothe. Cuman aku pakai buat ke leher aja sihh. Untuk yg wajahnya pke omg karena ada efek matte nya dikit jd bagus buat muka kilang minyak kayak aku wkwk,iyaa betull yg hydra soothe cuman aku pakai buat ke leher aja sihh untuk yg wajahnya pke omg karena ada efek matte nya dikit jd bagus buat muka kilang minyak kayak aku wkwk,"['iya', 'betull', 'hydra', 'soothe', 'cuma', 'aku', 'pakai', 'buat', 'leher', 'sih', 'wajahnya', 'pakai', 'omg', 'efek', 'matte', 'nya', 'dikit', 'jadi', 'bagus', 'buat', 'muka', 'kilang', 'minyak', 'kayak', 'aku', 'wkwk']","['iya', 'betull', 'hydra', 'soothe', 'cuma', 'aku', 'pakai', 'buat', 'leher', 'sih', 'wajah', 'pakai', 'omg', 'efek', 'matte', 'nya', 'dikit', 'jadi', 'bagus', 'buat', 'muka', 'kilang', 'minyak', 'kayak', 'aku', 'wkwk']",negative
Tue Jul 29 03:59:30 +0000 2025,sunscreen yg ga bikin muka berminyak apa ya? aku lg pake ss facet0logy kalo makeupan wajahku jd kilang minyak st: oily acne prone skin,sunscreen yg ga bikin muka berminyak apa ya aku lg pake ss facetlogy kalo makeupan wajahku jd kilang minyak st oily acne prone skin,"['sunscreen', 'bikin', 'muka', 'berminyak', 'apa', 'aku', 'pakai', 'ss', 'facetlogy', 'kalau', 'makeupan', 'wajahku', 'jadi', 'kilang', 'minyak', 'st', 'oily', 'acne', 'prone', 'skin']","['sunscreen', 'bikin', 'muka', 'minyak', 'apa', 'aku', 'pakai', 'ss', 'facetlogy', 'kalau', 'makeupan', 'wajah', 'jadi', 'kilang', 'minyak', 'st', 'oily', 'acne', 'prone', 'skin']",negative
